%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
68.0, -12189.345024746064, -13700.837040047294, -87566.98221766738, -44298.140024917135, -15218.453433329278, -35119.84319923439, -14238.754122108714, -60815.78860471113, -39488.8716326799, -42243.5229710964, -72841.8988397001, -88831.24158754846, -16697.803640103775, -71172.15647365528, -16100.542676513514, -58977.73760291786, 0.134, 0.978, 0.036000000000000004, 192.0, 2.0, 24.0, 15.0, 72.0, 0.5, 16.0, 0.0, 0.0, 0.0, 1.741766856989826E9, 0.0, 2025-03-12 17:07:36.989
70.0, -12238.295345103186, -13674.931368223593, -86719.53817838886, -44404.26610759093, -14975.042936210983, -35215.55336899202, -13537.579898545731, -60961.723144259835, -39352.77186069154, -42319.18362607761, -72915.8160586138, -88894.40761737915, -16588.23538878386, -71194.59762508841, -16102.911961425778, -59000.67049272901, 0.134, 0.978, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668569898484E9, 0.0, 2025-03-12 17:07:36.989
72.0, -12186.662815411428, -13681.033394459891, -87388.86116610303, -44306.56663257678, -15245.320230164556, -35137.09874595389, -13934.65863879426, -60839.14617766693, -39423.82805631495, -42274.41308193363, -72881.39437215262, -88858.89069543967, -16734.907535899583, -71200.0067472466, -16000.988006709578, -59012.00282716785, 0.134, 0.978, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668569898696E9, 0.0, 2025-03-12 17:07:36.989
74.0, -12214.289571558187, -13647.773998710394, -86690.79383501934, -44382.20493581354, -14980.653224069265, -35182.04810405351, -13369.919463386472, -60951.41899006593, -39454.539353196546, -42270.65798886514, -72874.3535726492, -88847.89363716765, -16601.355862779124, -71155.81734845845, -16109.32691208445, -58963.85716961112, 0.134, 0.978, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571553495E9, 0.0, 2025-03-12 17:07:37.155
76.0, -12189.009748579234, -13679.938158981582, -87215.85866401896, -44335.735659090955, -15256.272584947657, -35120.89373122379, -13708.727205840018, -60821.80122396961, -39350.31316880145, -42293.72498914302, -72895.43126767054, -88868.88192521119, -16737.16506208957, -71212.79194507503, -15927.875450596268, -59019.46830981592, 0.134, 0.978, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571554353E9, 0.0, 2025-03-12 17:07:37.155
78.0, -12212.590838979584, -13646.499949276442, -86660.52957302686, -44374.35947350973, -14988.789259050996, -35139.244513421596, -13272.443505816878, -60890.10815502503, -39540.526514116114, -42253.491849123464, -72854.72874101743, -88831.91213988212, -16624.400511312546, -71154.78916821351, -16111.360920829884, -58948.90385257052, 0.132, 0.978, 0.034, 192.0, 2.0, 16.0, 15.0, 72.0, 0.5, 8.0, 0.0, 0.0, 0.0, 1.7417668571554642E9, 0.0, 2025-03-12 17:07:37.155
80.0, -12173.65410013844, -13664.873083218705, -87046.25362709208, -44338.39551668114, -15251.601070356497, -35121.45252483518, -13581.54577988932, -60822.69529374782, -39284.867261036314, -42307.76188466095, -72896.92883454905, -88878.8284514938, -16727.330294529234, -71223.31961671349, -15880.087420950822, -59021.368208094624, 0.132, 0.978, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571555736E9, 0.0, 2025-03-12 17:07:37.155
82.0, -12210.310961045143, -13642.27546957439, -86690.74913153042, -44373.95714210953, -15008.391738938302, -35136.89758025379, -13357.894224869517, -60913.421024491916, -39626.93835818033, -42234.24699714744, -72820.21764757844, -88800.46323543349, -16628.557935781235, -71134.76200518156, -16175.15279950533, -58928.049674993716, 0.132, 0.978, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571555965E9, 0.0, 2025-03-12 17:07:37.155
84.0, -12170.904835570436, -13650.456208045032, -86906.75638994652, -44352.186543010066, -15251.757532567684, -35124.02297544754, -13641.873138174195, -60830.96543919628, -39245.88581870626, -42321.597614478786, -72911.97155856747, -88890.25019291046, -16730.258373052882, -71235.59072441945, -15921.169927259676, -59036.38858036859, 0.132, 0.978, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571556184E9, 0.0, 2025-03-12 17:07:37.155
86.0, -12171.441277437363, -13619.3649315077, -86784.84997568726, -44343.53641790586, -15036.666695674265, -35083.588669727884, -13656.826455214794, -60859.150988954425, -39693.278335723684, -42200.49586301993, -72778.9786790584, -88761.54884833681, -16641.074912676206, -71106.15177227877, -16281.636510090413, -58888.04005241872, 0.132, 0.978, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571556396E9, 0.0, 2025-03-12 17:07:37.155
88.0, -12138.49480611024, -13605.484498200954, -86806.41940908664, -44351.49363893195, -15249.835282544529, -35109.7849142295, -13888.345824282864, -60827.32210485007, -39196.220242526564, -42310.64525969568, -72901.66740437358, -88880.14720441666, -16707.079614052727, -71219.13984050034, -16016.50011736156, -59004.894972431066, 0.134, 0.982, 0.034, 192.0, 2.0, 24.0, 15.0, 88.0, 0.5, 8.0, 0.0, 0.0, 0.0, 1.7417668571556623E9, 0.0, 2025-03-12 17:07:37.155
90.0, -12140.953498000325, -13589.860628826695, -86913.73013421657, -44316.46845537049, -15101.442051105745, -35047.95998906613, -14136.60664994796, -60833.33472410855, -39724.23550179428, -42161.357958478686, -72749.11674846611, -88724.84728394118, -16655.447084360967, -71074.36759166332, -16419.792642568667, -58857.6416799595, 0.134, 0.982, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857155684E9, 0.0, 2025-03-12 17:07:37.155
92.0, -12128.905907738914, -13574.907311786093, -86768.44379525707, -44355.56165642282, -15237.675933560842, -35091.97057389862, -14299.126183882498, -60836.24045088774, -39164.838393311315, -42302.084541569304, -72884.21069195398, -88860.12004138471, -16678.44702940548, -71197.9056832678, -16166.189749978752, -58982.297358786745, 0.134, 0.982, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571557057E9, 0.0, 2025-03-12 17:07:37.155
94.0, -12103.804898715603, -13556.198901677002, -87107.74327608863, -44276.68235024004, -15128.66647585231, -34985.06218016889, -14723.854032022242, -60766.34654597599, -39731.85744665354, -42129.52907437433, -72708.83890495765, -88685.39645497757, -16644.450026088958, -71039.16359414622, -16573.170313020983, -58824.874022588025, 0.134, 0.982, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571557276E9, 0.0, 2025-03-12 17:07:37.155
96.0, -12103.53667778214, -13545.894747483106, -86780.49138551849, -44345.168095251094, -15183.025918367615, -35055.11254729182, -14737.153319973151, -60785.189066551815, -39143.090145956296, -42272.04379702137, -72849.56548804826, -88825.65365143462, -16630.189613126473, -71154.2974298355, -16313.867725594966, -58940.47724491087, 0.134, 0.982, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857155748E9, 0.0, 2025-03-12 17:07:37.155
98.0, -12109.616352273984, -13564.401991892099, -87230.90138803738, -44307.72892328846, -15133.382693932379, -34995.74631401853, -15212.038482670605, -60754.924804559334, -39699.53682417117, -42121.3930393926, -72692.63389022755, -88671.47131818191, -16646.90871797904, -71025.70784398411, -16643.555956310745, -58812.44645267087, 0.134, 0.98, 0.046, 192.0, 2.0, 24.0, 15.0, 80.0, 0.5, 56.0, 0.0, 0.0, 0.0, 1.741766857155769E9, 0.0, 2025-03-12 17:07:37.155
100.0, -12123.653247791917, -13551.572090574753, -86721.43807666756, -44398.99109589948, -15147.151368516848, -35095.077466377916, -15045.160358567282, -60822.00238966971, -39145.75000354648, -42306.13020731571, -72875.89584301661, -88859.65065475115, -16640.002028942352, -71181.63361330434, -16369.925900688875, -58967.58991093516, 0.134, 0.98, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857155791E9, 0.0, 2025-03-12 17:07:37.155
102.0, -12074.792334412616, -13546.274727138845, -87322.00709843721, -44284.61721952167, -15160.696525656764, -34970.757063717494, -15576.483676014386, -60729.04148448008, -39694.4182746909, -42117.68264981302, -72687.98472738084, -88673.70649262745, -16659.62686057411, -71033.88858245476, -16623.23822060087, -58832.11598779154, 0.134, 0.98, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571558228E9, 0.0, 2025-03-12 17:07:37.155
104.0, -12117.193593644333, -13550.387448118621, -86678.92505871356, -44422.95216595557, -15114.495469867645, -35099.72662922461, -15276.523265424164, -60855.95468949732, -39170.918067803155, -42287.28768673989, -72856.71804627396, -88835.62252946169, -16612.6211419846, -71162.41111307277, -16370.015307666697, -58961.77845737678, 0.134, 0.98, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571558447E9, 0.0, 2025-03-12 17:07:37.155
106.0, -12081.274340304655, -13546.632355050131, -87321.71652575929, -44308.131254688655, -15203.76833722214, -34963.02336013596, -15843.832891444314, -60705.19217314627, -39620.83633194403, -42140.593187879706, -72713.44336431543, -88688.8833271126, -16683.34206144119, -71055.61447806531, -16527.393940376514, -58852.612537457055, 0.134, 0.98, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571558669E9, 0.0, 2025-03-12 17:07:37.155
108.0, -12089.991520642225, -13505.706310952462, -86642.4023082736, -44389.60336322825, -15078.196236872225, -35031.240884213556, -15524.605277133618, -60778.349432748495, -39207.17259730966, -42240.30431989483, -72808.8853131396, -88778.51382237839, -16586.603711438624, -71110.21978976963, -16350.792807435133, -58894.52205831076, 0.136, 0.982, 0.046, 192.0, 2.0, 32.0, 15.0, 88.0, 0.5, 56.0, 0.0, 0.0, 0.0, 1.741766857155888E9, 0.0, 2025-03-12 17:07:37.155
110.0, -12052.90997659087, -13517.753901213873, -87315.61449952298, -44306.90190874361, -15209.19981112478, -34946.41601400566, -16152.331668416462, -60697.01143467563, -39547.34379617498, -42132.09952498669, -72694.48908501734, -88665.83867857918, -16661.996145486373, -71037.97895169008, -16451.7332853953, -58829.88081334601, 0.136, 0.982, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571559095E9, 0.0, 2025-03-12 17:07:37.155
112.0, -12087.331663052042, -13494.798659658272, -86622.88923536411, -44404.1319971242, -15051.910585392785, -35030.190352224156, -15855.724019494537, -60794.68855794532, -39251.20553388662, -42221.50650280792, -72790.53453094179, -88759.02310121336, -16581.820438125185, -71092.02546978301, -16372.876330956977, -58889.62702627505, 0.136, 0.982, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571559305E9, 0.0, 2025-03-12 17:07:37.155
114.0, -12015.80608079506, -13496.899723637072, -87304.28216508415, -44298.58705980624, -15228.332904378523, -34930.52392369794, -16550.79621682122, -60666.45660000523, -39482.210812832214, -42127.62917609563, -72691.56100649369, -88662.70943435543, -16679.02817476132, -71037.93424820117, -16435.39416019847, -58827.08684528909, 0.136, 0.982, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668571716263E9, 0.0, 2025-03-12 17:07:37.171
116.0, -12053.580528924529, -13471.128162280103, -86643.0952123517, -44393.22434583001, -15043.193405055215, -35018.00865149601, -16317.13108028544, -60781.635139183425, -39303.3745054453, -42196.85252867371, -72762.84071956167, -88732.11160088917, -16576.925406089475, -71073.76409456303, -16461.16572155544, -58865.80006668569, 0.136, 0.982, 0.046, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668572117114E9, 0.0, 2025-03-12 17:07:37.211
118.0, -11994.683682284794, -13460.354621452645, -87275.26960078116, -44296.86597548318, -15248.047142988104, -34922.9913858165, -17034.37620811179, -60669.5187889956, -39414.88735853283, -42131.13839997511, -72687.98472738084, -88658.86493430912, -16669.416924645535, -71039.70003601314, -16467.35715476956, -58837.033371571706, 0.13, 0.984, 0.048, 192.0, 2.0, 8.0, 15.0, 96.0, 0.5, 64.0, 0.0, 0.0, 0.0, 1.7417668572117848E9, 0.0, 2025-03-12 17:07:37.211
120.0, -12031.675819358328, -13437.4217316415, -86735.29615822986, -44368.50331646244, -15050.681239447742, -34976.97084867607, -16898.522305312432, -60771.21922626725, -39372.48609930112, -42150.42795544004, -72718.18193413997, -88686.42463522252, -16568.677612385465, -71034.15680338822, -16581.306348002716, -58827.77974936721, 0.13, 0.984, 0.048, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668572118132E9, 0.0, 2025-03-12 17:07:37.211
122.0, -12000.785708521094, -13445.647173601054, -87257.83524010603, -44307.12542618816, -15260.765285583173, -34932.08854580981, -17530.74139723079, -60672.782143686076, -39351.54251474649, -42137.53099888933, -72696.36663155159, -88666.66569312403, -16664.25367167636, -71040.1694226467, -16518.587353061124, -58844.521205964236, 0.13, 0.984, 0.048, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668572118351E9, 0.0, 2025-03-12 17:07:37.211
124.0, -12024.14328147689, -13425.463548357911, -86871.55239242941, -44358.93676983556, -15063.868768676373, -34955.35671178779, -17458.142931239956, -60740.083246241, -39427.89607380582, -42132.255987197874, -72697.17129435198, -88664.29640821177, -16574.690231643945, -71019.09172762535, -16679.16228522805, -58816.961505050844, 0.13, 0.984, 0.048, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573416848E9, 0.0, 2025-03-12 17:07:37.341
126.0, -11984.558342046541, -13425.530603591276, -87267.69235941081, -44312.042809968334, -15231.618610813453, -34925.181856773124, -17959.850187283777, -60663.23794880366, -39320.183017275696, -42132.9935947649, -72694.71260246189, -88664.18464948949, -16651.736694781386, -71035.38614933327, -16558.99930703632, -58842.97893559682, 0.13, 0.984, 0.048, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573417816E9, 0.0, 2025-03-12 17:07:37.341
128.0, -12021.751644820171, -13429.978600737883, -86985.90391706275, -44366.26814201691, -15065.321632065969, -34960.78818569043, -17939.42069285163, -60744.55359513207, -39460.35080675493, -42128.94792901849, -72686.9565471359, -88653.09818423966, -16594.873856887087, -71008.49700075353, -16737.74620744541, -58803.192830466374, 0.14200000000000002, 0.982, 0.052000000000000005, 192.0, 2.0, 56.0, 15.0, 88.0, 0.5, 80.0, 0.0, 0.0, 0.0, 1.7417668573418164E9, 0.0, 2025-03-12 17:07:37.341
130.0, -11998.237609653188, -13421.79786226724, -87230.45435314826, -44344.341080706254, -15232.982067225226, -34951.53456348593, -18345.618944837923, -60694.15041138535, -39279.61460108931, -42162.29673174581, -72727.79318425574, -88691.67729516952, -16671.897968280075, -71062.38705663527, -16580.680499157967, -58859.16159858246, 0.14200000000000002, 0.982, 0.052000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573418489E9, 0.0, 2025-03-12 17:07:37.341
134.0, -11980.266807111122, -13412.834812740663, -87260.56215292957, -44343.17878999458, -15202.203715110269, -34939.77754590244, -18780.539188449286, -60689.47889679419, -39262.18024041417, -42126.98097550643, -72705.41908805599, -88664.74344310087, -16637.655095774542, -71033.95563768812, -16633.58707828368, -58848.20924379936, 0.14200000000000002, 0.982, 0.052000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857341882E9, 0.0, 2025-03-12 17:07:37.341
136.0, -12012.162746448845, -13424.860051257618, -87250.61562664696, -44374.471232232005, -15094.110678924404, -34948.87470589575, -18936.26379206941, -60737.89277528439, -39521.236958651185, -42097.83430073671, -72675.04306734122, -88636.2673206648, -16617.29265657576, -71002.57378847287, -16855.29403153587, -58819.59901089657, 0.14, 0.98, 0.053000000000000005, 192.0, 2.0, 40.0, 15.0, 72.0, 0.5, 88.0, 0.0, 0.0, 0.0, 1.7417668573419113E9, 0.0, 2025-03-12 17:07:37.341
138.0, -11983.016071679125, -13405.905771959517, -87279.71759792777, -44379.656836945636, -15182.668290456331, -34953.81444142037, -19117.670550068684, -60715.295161640075, -39253.552467054426, -42155.121821775654, -72742.41122512952, -88706.31768778774, -16654.843587260675, -71065.82922528138, -16681.956253284963, -58901.02641594725, 0.14, 0.98, 0.053000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573419409E9, 0.0, 2025-03-12 17:07:37.341
140.0, -11975.46118205323, -13398.283827100257, -87419.93009089591, -44361.79779312584, -15067.93678616724, -34904.14886524068, -19299.122011556865, -60704.655731279345, -39549.17663922031, -42042.49138146536, -72635.5922383776, -88607.09829415064, -16599.09833658914, -70979.1491602837, -16932.564012117866, -58812.915839304434, 0.14, 0.98, 0.053000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573419693E9, 0.0, 2025-03-12 17:07:37.341
142.0, -11997.790574764083, -13426.067045458203, -87314.51926404468, -44420.31466010984, -15140.937583558272, -34965.34794155931, -19273.43985717772, -60739.189176462794, -39225.76924869648, -42148.95274030599, -72744.10995770812, -88713.22437682444, -16638.14683415256, -71067.30444041544, -16736.78508243383, -58905.51911658277, 0.14, 0.98, 0.053000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573419971E9, 0.0, 2025-03-12 17:07:37.341
144.0, -12006.351292890466, -13438.628725842087, -87524.75977239129, -44399.438130788585, -15074.575254270465, -34916.73289736902, -19396.88854180438, -60707.98614120319, -39549.42250840933, -42067.50298351085, -72658.07809329964, -88631.01466071782, -16632.268325360816, -70993.78955290193, -16941.705875600084, -58832.630077914015, 0.14, 0.98, 0.053000000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573420253E9, 0.0, 2025-03-12 17:07:37.342
146.0, -12067.617424442462, -13472.513970436332, -87275.71663567027, -44477.311608470874, -15125.760749073119, -35012.30895665991, -19148.73947486156, -60784.51851421816, -39228.54086500894, -42213.214005615, -72799.56463570174, -88776.56922061076, -16679.788134072798, -71122.22267654214, -16720.445957237, -58956.25757649632, 0.14100000000000001, 0.972, 0.05550000000000001, 192.0, 2.0, 56.0, 15.0, 16.0, 0.5, 104.0, 0.0, 0.0, 0.0, 1.741766857342105E9, 0.0, 2025-03-12 17:07:37.342
148.0, -12091.01970088717, -13506.801546430774, -87530.8617986276, -44426.6849072796, -15118.205859447226, -34999.92609023167, -19215.101804149366, -60791.55931372158, -39574.52351743264, -42142.2472169694, -72728.4637365894, -88706.31768778774, -16713.40515773358, -71076.64746959775, -16868.883892164697, -58914.79509053172, 0.14100000000000001, 0.972, 0.05550000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573421335E9, 0.0, 2025-03-12 17:07:37.342
150.0, -12084.58239848404, -13488.853095633162, -87166.59541923946, -44435.5361980839, -15118.89876352534, -35053.83849785787, -18790.463362987444, -60831.6583432744, -39281.98388600157, -42259.16919221511, -72851.82301423824, -88826.95005261303, -16731.577125975746, -71178.63847954733, -16644.67354353351, -59023.44692032897, 0.14100000000000001, 0.972, 0.05550000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573421607E9, 0.0, 2025-03-12 17:07:37.342
152.0, -12084.850619417504, -13511.495412766388, -87530.97355734988, -44378.740415422966, -15137.4730631677, -34992.080627927855, -18833.646933275097, -60789.681767187336, -39612.968517895766, -42147.231655982934, -72743.34999839665, -88721.15924610606, -16748.050361639307, -71096.56287390743, -16745.97164940496, -58947.60745139211, 0.14100000000000001, 0.972, 0.05550000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857342188E9, 0.0, 2025-03-12 17:07:37.342
154.0, -12136.103169453523, -13512.411834289054, -87007.42864697322, -44474.51764041396, -15086.756954998607, -35072.30103877796, -18204.445326858204, -60889.214085246815, -39281.6709615792, -42272.69199761057, -72869.03385746884, -88842.8197911763, -16737.03095162284, -71198.93386351275, -16515.882791982032, -59048.41381888555, 0.14100000000000001, 0.972, 0.05550000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573422148E9, 0.0, 2025-03-12 17:07:37.342
156.0, -12115.628971532462, -13525.956991428971, -87483.09612072661, -44408.669401248626, -15169.23489203869, -35005.849302512324, -18235.76012084009, -60828.97613393977, -39629.173532625864, -42186.794243668824, -72783.58313841619, -88757.25731340138, -16810.791708325352, -71148.79890069949, -16564.967222805884, -58997.63065548309, 0.14350000000000002, 0.969, 0.05575000000000001, 192.0, 2.0, 72.0, 15.0, 24.0, 0.5, 96.0, 0.0, 0.0, 0.0, 1.7417668573422413E9, 0.0, 2025-03-12 17:07:37.342
158.0, -12183.958254332336, -13546.565299816764, -86814.39898185719, -44523.870292171276, -15077.905664194306, -35106.02982116101, -17412.72418650677, -60953.140074389, -39336.052755838966, -42333.332280317816, -72925.89669536313, -88891.07720745531, -16787.27767315837, -71255.93081187378, -16368.607147766013, -59101.78978464482, 0.14350000000000002, 0.969, 0.05575000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668573422697E9, 0.0, 2025-03-12 17:07:37.342
160.0, -12138.763027043704, -13570.146390217113, -87421.60647173006, -44442.93462549861, -15220.733311263719, -35027.70930858962, -17447.07881773458, -60852.870148762486, -39648.15016366842, -42241.93599724007, -72831.54998201728, -88795.70231386452, -16877.57872075781, -71203.96300601518, -16373.546883290635, -59054.47114163294, 0.14350000000000002, 0.969, 0.05575000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857373822E9, 0.0, 2025-03-12 17:07:37.373
162.0, -12191.244923024766, -13556.735343543929, -86664.79875621782, -44555.542714064446, -15042.232280043636, -35126.25814989307, -16532.66895206797, -60986.8465050276, -39418.32952717895, -42331.588844250306, -72924.84616337373, -88886.20452716405, -16787.36708013619, -71258.21068980821, -16265.297384893584, -59102.72855791194, 0.14350000000000002, 0.969, 0.05575000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668578119535E9, 0.0, 2025-03-12 17:07:37.811
164.0, -12192.250751525255, -13595.73913761844, -87265.85951636548, -44501.60795469379, -15277.618500902476, -35077.576050469404, -16616.219772841905, -60914.2256872923, -39583.95595359278, -42306.621945693725, -72904.75194510841, -88866.73615774348, -16931.96051501757, -71275.06390512752, -16185.38989846586, -59120.028808120354, 0.14350000000000002, 0.969, 0.05575000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668578120577E9, 0.0, 2025-03-12 17:07:37.812
166.0, -12242.542176549696, -13591.537009660842, -86591.0379995153, -44595.50763315053, -15074.84347520393, -35151.895600783304, -15826.487937746995, -61038.88136611955, -39539.52068561562, -42354.43232708363, -72950.70713170852, -88908.17629196362, -16838.373760983202, -71282.28351858658, -16208.59100921047, -59114.26205805088, 0.14375000000000002, 0.9735, 0.052875000000000005, 192.0, 2.0, 64.0, 15.0, 72.0, 0.5, 72.0, 0.0, 0.0, 0.0, 1.7417668578121192E9, 0.0, 2025-03-12 17:07:37.812
168.0, -12193.502449214751, -13600.768280120885, -87124.61884315239, -44515.64485021173, -15312.464870508298, -35078.44776850317, -15962.16302659071, -60905.97789358829, -39561.78302309311, -42352.73359450503, -72945.65563746162, -88903.482425628, -16961.39776246521, -71309.91027473334, -16087.869237407356, -59153.019982936385, 0.14375000000000002, 0.9735, 0.052875000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668578122063E9, 0.0, 2025-03-12 17:07:37.812
170.0, -12250.968784209346, -13602.176440021569, -86583.14783372257, -44602.01199078703, -15097.776365015074, -35136.607007575876, -15345.254879624234, -61008.93002854944, -39637.84600947452, -42343.72584148954, -72941.92289613759, -88895.21228017953, -16849.61668844422, -71275.35447780543, -16213.575448224003, -59109.56819171527, 0.14375000000000002, 0.9735, 0.052875000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74176685781223E9, 0.0, 2025-03-12 17:07:37.812
172.0, -12229.935792676903, -13627.098635089236, -87009.86498711884, -44571.03247297197, -15335.889498697461, -35123.307719624965, -15481.935796968437, -60945.1828533629, -39518.73356327219, -42369.98914122452, -72976.0763616653, -88934.12666727623, -16974.004146338004, -71338.45345240277, -16048.910146821756, -59173.13655294616, 0.14375000000000002, 0.9735, 0.052875000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766857812258E9, 0.0, 2025-03-12 17:07:37.812
174.0, -12255.863816245059, -13611.273600014878, -86593.74256059439, -44618.57463342841, -15122.743263571652, -35152.879077539335, -15000.367462678847, -61014.74148210782, -39718.938138358375, -42354.83465848382, -72955.64686723314, -88907.17046346313, -16899.461078579556, -71293.50409430315, -16244.711428250246, -59129.03656113584, 0.14375000000000002, 0.9735, 0.052875000000000005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668578122857E9, 0.0, 2025-03-12 17:07:37.812
176.0, -12209.215725566832, -13614.849879127727, -86902.86718641128, -44579.41437714272, -15350.306373871133, -35129.27563539453, -15103.319597639991, -60939.05847538215, -39469.5150219816, -42397.48178690455, -73001.80321953335, -88950.82342038435, -16992.913722147194, -71350.7916153421, -16021.149280208265, -59197.23173346898, 0.13987500000000003, 0.97775, 0.0504375, 192.0, 2.0, 32.0, 15.0, 88.0, 0.5, 64.0, 0.0, 0.0, 0.0, 1.7417668578123088E9, 0.0, 2025-03-12 17:07:37.812
