%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
202.0, -12140.72998055577, -12366.54965478774, -87198.55841381055, -52632.68084915649, -17575.95897626388, -37284.25202181959, -16210.200334811252, -64168.393810796006, -43487.665770967695, -44971.62043709999, -75185.12161792775, -90814.5342248123, -23088.212083364975, -74149.49824208001, -16645.835834245187, -61959.057981855636, 0.136, 0.982, -0.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870031366E9, 0.0, 2025-03-12 17:07:50.031
204.0, -12084.492991506218, -12401.530134860293, -87976.82380399988, -52523.939612381415, -18025.76548168248, -37264.02369308755, -16676.59183461569, -64036.94320165434, -43062.11090828311, -45061.742670743784, -75283.73751446456, -90914.78179869436, -23294.02694630944, -74281.35118262186, -16275.445076876293, -62112.30154184122, 0.136, 0.982, -0.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700313904E9, 0.0, 2025-03-12 17:07:50.031
206.0, -12122.893288480436, -12375.378593847585, -87323.07998217107, -52631.60796542263, -17608.43606095744, -37271.556230968985, -16082.258949549074, -64171.813627697666, -43636.32722333995, -44947.61466355499, -75186.77564701744, -90813.70721026746, -23130.792156552336, -74152.47102409256, -16662.82316003122, -61970.41266803893, 0.136, 0.982, -0.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700314107E9, 0.0, 2025-03-12 17:07:50.031
208.0, -12052.686459146316, -12362.369878574596, -87788.48800521946, -52527.784112427726, -18004.55367619439, -37255.41827147225, -16332.33026651505, -64035.53504175366, -42957.907075632465, -45068.87287722503, -75306.84921823135, -90931.16562738009, -23269.685896597613, -74289.2860519035, -16192.67656715829, -62120.97401868988, 0.136, 0.982, -0.012, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700314307E9, 0.0, 2025-03-12 17:07:50.031
210.0, -12098.798107957615, -12362.749858230336, -87473.82014677765, -52611.31258145721, -17638.275639805277, -37252.15491678178, -15934.424511721672, -64151.07120884314, -43737.26770130011, -44897.5467559751, -75144.26262906345, -90763.21461954292, -23134.994284509932, -74114.249541074, -16647.19929065696, -61933.88991759896, 0.13, 0.984, -0.018000000000000002, 192.0, 2.0, 8.0, 15.0, 96.0, 127.5, 56.0, 0.0, 0.0, 0.0, 1.7417668700314507E9, 0.0, 2025-03-12 17:07:50.031
212.0, -12080.872008904458, -12366.527303043284, -87547.04446161324, -52585.965703244896, -17991.768478365957, -37316.68440302425, -15946.62856419427, -64098.92458902891, -42847.10947836751, -45126.71919187537, -75362.48271018061, -90982.75345358295, -23279.07362926884, -74340.0468635615, -16094.373595043851, -62171.3772024366, 0.13, 0.984, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700314717E9, 0.0, 2025-03-12 17:07:50.031
214.0, -12082.68250020534, -12343.706171954414, -87623.75564858386, -52581.94238924294, -17691.8751230091, -37219.32020417693, -15817.971923109524, -64121.969237562334, -43833.22374024674, -44891.89176462791, -75121.82147763032, -90747.23312225737, -23176.613232685715, -74120.03864288791, -16618.164374609518, -61947.3233160166, 0.13, 0.984, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700314996E9, 0.0, 2025-03-12 17:07:50.031
216.0, -12067.282148275632, -12345.337849299653, -87321.04597342563, -52618.77806410528, -17944.472187098527, -37334.27522591058, -15628.742054550894, -64131.51343244475, -42773.549887365094, -45130.4519331994, -75358.57115490093, -90982.50758439394, -23241.58975381729, -74332.40256695778, -16052.128798023321, -62168.15855123503, 0.13, 0.984, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74176687003152E9, 0.0, 2025-03-12 17:07:50.031
218.0, -12068.153866309389, -12353.295070325741, -87757.32967344877, -52571.01238620429, -17745.11697830164, -37210.20069243916, -15768.93219577458, -64102.34440593057, -43855.08374632404, -44876.714930142756, -75112.14317228117, -90736.52663666329, -23216.086413393787, -74122.81025920037, -16587.72129866139, -61947.83740613907, 0.13, 0.984, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700315404E9, 0.0, 2025-03-12 17:07:50.031
220.0, -12079.285035048133, -12341.9627358869, -87116.4604564262, -52652.39508776607, -17897.68998595357, -37357.85631631092, -15405.917514075938, -64166.73978170631, -42761.859925014964, -45146.03109908475, -75377.1901580322, -90998.31026772383, -23222.568419285824, -74342.7961281295, -16048.977202055123, -62174.998185038356, 0.128, 0.98, -0.014, 192.0, 2.0, 0.0, 15.0, 80.0, 127.5, 72.0, 0.0, 0.0, 0.0, 1.7417668700315604E9, 0.0, 2025-03-12 17:07:50.031
222.0, -12051.166540523356, -12340.845148664135, -87904.04652405341, -52540.926938167446, -17809.53470582184, -37176.471910056105, -15823.626914456716, -64065.64284153496, -43882.86696468198, -44876.625523164934, -75108.8798175907, -90728.52471214828, -23251.826852777824, -74121.62561674423, -16580.680499157967, -61950.2737462847, 0.128, 0.98, -0.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700315814E9, 0.0, 2025-03-12 17:07:50.031
224.0, -12067.86329363147, -12321.265020521287, -86955.50554460354, -52670.120021119124, -17841.922383537578, -37352.782470319566, -15300.104355824515, -64172.77475270924, -42778.13199497843, -45151.28375903175, -75379.42533247774, -90995.11396826673, -23199.836695174778, -74335.48710769262, -16100.14034511332, -62159.28490868628, 0.128, 0.98, -0.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700316014E9, 0.0, 2025-03-12 17:07:50.031
226.0, -12028.010133267659, -12336.553613728716, -88015.2241009741, -52537.998859643805, -17879.76388690041, -37175.04139841097, -15943.25345078152, -64049.92956518288, -43845.36073748598, -44869.45061319478, -75109.77388736891, -90726.62481386958, -23272.971603032543, -74121.67032023316, -16577.28303400076, -61958.610946966524, 0.128, 0.98, -0.014, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700316215E9, 0.0, 2025-03-12 17:07:50.031
228.0, -12054.966337080758, -12309.731520382347, -86835.9460635121, -52698.8867162331, -17792.592083524716, -37353.09539474194, -15294.762288899696, -64200.44621234491, -42828.33401302505, -45140.264349015284, -75380.5876231894, -90992.8787938212, -23187.87851189119, -74321.58432264141, -16183.91468333181, -62151.238280682366, 0.131, 0.98, -0.016, 192.0, 2.0, 24.0, 15.0, 80.0, 127.5, 56.0, 0.0, 0.0, 0.0, 1.741766870031642E9, 0.0, 2025-03-12 17:07:50.031
230.0, -12008.228839424712, -12321.242668776831, -88106.57568056294, -52513.36723725405, -17929.74238750248, -37157.83055518038, -16101.861429436378, -64023.68861719235, -43765.341492335974, -44876.6925783983, -75121.77677414141, -90745.04265130076, -23299.32430974535, -74138.52353555245, -16559.51339715879, -61976.6264529975, 0.131, 0.98, -0.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700316632E9, 0.0, 2025-03-12 17:07:50.031
232.0, -12057.737953393216, -12286.48570614883, -86770.00841736894, -52704.1393761801, -17727.995542048877, -37349.83204005147, -15350.529891315688, -64219.73576780984, -42905.35812441804, -45106.11088348757, -75353.00557053156, -90973.34336916725, -23160.72114237799, -74287.16263618025, -16279.378983900428, -62119.3646930891, 0.131, 0.98, -0.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700316834E9, 0.0, 2025-03-12 17:07:50.031
234.0, -11971.527275029097, -12290.978406784345, -88172.33451275046, -52476.50921064725, -17965.348716419783, -37110.3107464684, -16278.216693188751, -63970.87144504445, -43658.96954047317, -44880.55943018907, -75115.49593394947, -90742.74042162186, -23307.32623426035, -74140.75870999799, -16538.927440515454, -61974.65949948544, 0.131, 0.98, -0.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700317037E9, 0.0, 2025-03-12 17:07:50.031
236.0, -12034.313325204055, -12269.297214662698, -86770.56721098033, -52694.21520164194, -17661.72261973889, -37298.22186210416, -15468.949433439904, -64201.42968910095, -43002.67761977645, -45063.709624255855, -75289.83954070086, -90917.86633942918, -23114.497734844415, -74235.4183477662, -16382.487581072759, -62058.67970689294, 0.131, 0.98, -0.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870031731E9, 0.0, 2025-03-12 17:07:50.031
238.0, -11980.400917577854, -12306.065834291678, -88161.33745447845, -52505.67823716143, -17999.680995903134, -37144.57597071838, -16437.182299754895, -64002.275646004164, -43505.48011129858, -44921.88780568693, -75128.77287015592, -90772.8258696587, -23309.382594750237, -74169.61481208979, -16485.17149510044, -62005.37079636703, 0.1315, 0.982, -0.018000000000000002, 192.0, 2.0, 16.0, 15.0, 96.0, 127.5, 48.0, 0.0, 0.0, 0.0, 1.7417668700317512E9, 0.0, 2025-03-12 17:07:50.031
240.0, -12064.57758719654, -12296.208714986888, -86777.51860350593, -52736.86233006267, -17643.2153753299, -37318.98663270314, -15649.395066427598, -64236.20900347341, -43137.436287097495, -45062.4355748219, -75280.4741597741, -90924.32599357677, -23133.47436588697, -74245.52133626, -16469.25705304826, -62066.79339013021, 0.1315, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700317724E9, 0.0, 2025-03-12 17:07:50.031
242.0, -11984.915969957825, -12305.19411625792, -88087.4872907981, -52523.514929236764, -18029.162946839686, -37156.37769179078, -16604.37334828059, -63985.288320218126, -43381.60674352726, -44963.77497479618, -75174.3480771003, -90821.44091384899, -23342.843156199833, -74211.23376026556, -16442.747884124266, -62040.17246248394, 0.1315, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700317929E9, 0.0, 2025-03-12 17:07:50.031
244.0, -12039.43187468432, -12272.404107141985, -86858.40956668969, -52705.81575701425, -17616.169764538976, -37273.25496354759, -15900.069880493866, -64189.56091279518, -43300.313448943314, -45028.282109294196, -75245.02429306797, -90881.43299596704, -23145.43254917056, -74202.5612834169, -16583.42976372597, -62018.69243606239, 0.1315, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870031813E9, 0.0, 2025-03-12 17:07:50.031
246.0, -11964.821751692505, -12280.495438634807, -87990.68188556217, -52515.17772855493, -18058.175511142672, -37158.00936913602, -16764.92592870306, -63982.919035305866, -43233.23586383294, -44978.99651277024, -75211.13904847372, -90840.01521349135, -23335.601190996313, -74221.80613539292, -16415.25523844424, -62053.60586090158, 0.1315, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700318327E9, 0.0, 2025-03-12 17:07:50.031
248.0, -12018.287124429598, -12255.930871478424, -86983.1323007503, -52677.09376538918, -17606.87143884557, -37230.51842814904, -16173.72228786019, -64178.116819634066, -43443.47637217955, -44958.18703868235, -75194.12937094324, -90811.02500093282, -23136.24598219943, -74140.98222744254, -16687.41007893206, -61966.16583659242, 0.13075, 0.982, -0.018000000000000002, 192.0, 2.0, 8.0, 15.0, 88.0, 127.5, 56.0, 0.0, 0.0, 0.0, 1.7417668700318527E9, 0.0, 2025-03-12 17:07:50.031
250.0, -11970.700260484251, -12281.14363922401, -87838.46650582153, -52556.26023486379, -18048.38544707125, -37184.63029678229, -16860.032601360395, -64011.88689611995, -43074.40436773353, -45022.98474585829, -75255.26139202851, -90871.68763538453, -23327.979246137053, -74246.41540603821, -16368.137761132451, -62075.46586697887, 0.13075, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700318737E9, 0.0, 2025-03-12 17:07:50.031
252.0, -12031.139377491401, -12254.321545877641, -87124.0153460521, -52672.55636126475, -17615.29804650522, -37216.86151228684, -16408.86263953002, -64158.82726416914, -43583.6888651477, -44947.033518199154, -75178.57255680235, -90796.80929145924, -23160.274107488884, -74133.71791049455, -16749.5032250289, -61954.31941203111, 0.13075, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700318966E9, 0.0, 2025-03-12 17:07:50.031
254.0, -11968.80036220555, -12254.746229022292, -87673.86825965265, -52561.57995004415, -18010.23101928604, -37198.622488811314, -16883.27841559391, -64010.76930889718, -42963.7408809353, -45056.69117649689, -75279.28951731796, -90885.38925473562, -23307.549751704904, -74260.92168818972, -16316.907562840888, -62094.174277087965, 0.13075, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870031919E9, 0.0, 2025-03-12 17:07:50.031
0.0, -12012.386263893399, -12257.137865679011, -87297.66604872538, -52649.55641622024, -17617.66733141748, -37186.28432587199, -16606.943798892953, -64134.0391795682, -43699.60501189292, -44880.35826448897, -75112.05376530335, -90712.78908405175, -23157.681305132068, -74077.01153481145, -16785.198960924026, -61902.30690268361, 0.13075, 0.982, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700319393E9, 0.0, 2025-03-12 17:07:50.031
2.0, -11997.745871275172, -12289.57024688366, -87446.34985284208, -52637.3747154921, -17997.60228366879, -37259.79921338549, -16811.819888570295, -64095.86240003853, -42843.44379227684, -45113.352848691095, -75335.12417496732, -90938.94403445054, -23314.41173725268, -74311.99542427009, -16258.12247492343, -62146.41030388002, 0.13237500000000002, 0.985, -0.019000000000000003, 192.0, 2.0, 24.0, 15.0, 112.0, 127.5, 48.0, 0.0, 0.0, 0.0, 1.7417668700319667E9, 0.0, 2025-03-12 17:07:50.031
4.0, -12004.227877167212, -12268.514903606761, -87445.83576271961, -52639.02874458179, -17681.794486259758, -37170.63810475327, -16755.672306498564, -64125.679627141915, -43801.79718754259, -44902.86647115547, -75116.50176244996, -90726.7142208474, -23218.768622728425, -74101.48669499, -16781.287405644347, -61936.1697955334, 0.13237500000000002, 0.985, -0.019000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668700319877E9, 0.0, 2025-03-12 17:07:50.031
6.0, -11993.61079855094, -12269.028993729235, -87242.74781259868, -52658.586520980185, -17948.294335400384, -37272.09267283591, -16734.147576588104, -64116.94009505989, -42789.46432941727, -45127.23328199784, -75333.5819045999, -90945.87307523169, -23278.93951880211, -74309.78260156901, -16233.759073467145, -62144.666867812506, 0.13237500000000002, 0.985, -0.019000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870187852E9, 0.0, 2025-03-12 17:07:50.187
8.0, -12005.211353923245, -12272.314700164165, -87601.29214540627, -52635.98890733587, -17722.832289079703, -37155.59538073485, -16905.943084471593, -64104.24430420927, -43857.81065914758, -44893.14346231741, -75095.44641917305, -90707.67053457147, -23245.143681185687, -74093.41771524164, -16780.75096377742, -61923.07167328259, 0.13237500000000002, 0.985, -0.019000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701879015E9, 0.0, 2025-03-12 17:07:50.187
10.0, -12017.415406395843, -12279.958996767878, -87032.3955455298, -52710.2414024164, -17900.014567376922, -37295.249080091606, -16656.67643030601, -64154.31221178916, -42761.92698024833, -45165.05243361622, -75363.24266949209, -90971.6669883331, -23276.570233889848, -74326.23348548812, -16233.624963000413, -62158.077914485686, 0.13237500000000002, 0.985, -0.019000000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870187924E9, 0.0, 2025-03-12 17:07:50.187
12.0, -11989.855705482449, -12286.128078237543, -87745.32678667626, -52620.45444493943, -17793.41909806956, -37137.24459853704, -17075.279900465, -64084.127734199494, -43888.87958394046, -44897.83732865302, -75103.53775066588, -90709.19045319445, -23299.503123700993, -74109.77919218292, -16773.84427474073, -61937.35443798953, 0.13318750000000001, 0.9844999999999999, -0.0165, 192.0, 2.0, 24.0, 15.0, 96.0, 127.5, 72.0, 0.0, 0.0, 0.0, 1.7417668701879442E9, 0.0, 2025-03-12 17:07:50.187
14.0, -12012.028635982113, -12260.71414479186, -86868.26668599447, -52737.48817890742, -17862.39658145864, -37310.068286665475, -16631.95540093844, -64184.77763948174, -42787.407968927386, -45169.411023785, -75387.27079478155, -90982.9769710275, -23269.663544853156, -74332.29080823551, -16281.524751368137, -62158.39083890806, 0.13318750000000001, 0.9844999999999999, -0.0165, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870187965E9, 0.0, 2025-03-12 17:07:50.187
16.0, -11974.678870997295, -12266.23502567232, -87893.2506314815, -52592.76063355931, -17852.04772377583, -37113.618804647784, -17254.227966574188, -64041.212384845305, -43874.03802562213, -44882.63814242341, -75103.26952973241, -90696.31584838819, -23323.441842012628, -74105.0853258473, -16778.493437587433, -61927.89965008493, 0.13318750000000001, 0.9844999999999999, -0.0165, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870187985E9, 0.0, 2025-03-12 17:07:50.187
18.0, -12025.86436579995, -12258.993060468802, -86757.983178852, -52761.38219373014, -17778.33167056223, -37310.64943202132, -16614.81161294122, -64180.08377314613, -42820.13092280995, -45164.53834349375, -75370.73050388462, -90962.05573821733, -23233.006683946453, -74316.21990397215, -16356.559557504603, -62121.2645913678, 0.13318750000000001, 0.9844999999999999, -0.0165, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701880057E9, 0.0, 2025-03-12 17:07:50.188
20.0, -11987.888751970382, -12279.131982223033, -87986.09977794884, -52596.73924407235, -17890.11274458322, -37120.50314194002, -17357.023639324147, -64008.7576518962, -43797.013914229145, -44909.147311347406, -75117.48523920598, -90717.88528178756, -23354.443711572138, -74140.6022477868, -16739.64610572411, -61950.653725940436, 0.13318750000000001, 0.9844999999999999, -0.0165, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701880248E9, 0.0, 2025-03-12 17:07:50.188
22.0, -12019.829394797016, -12235.70254274637, -86688.5586605738, -52770.81462989028, -17712.997521519366, -37299.96529817168, -16562.553234404713, -64182.40835456948, -42916.69045885688, -45143.192427538925, -75346.52356463952, -90942.9673484525, -23215.617026760225, -74290.56010133745, -16415.992846011264, -62096.968245144875, 0.13359375, 0.98325, -0.01625, 192.0, 2.0, 24.0, 15.0, 88.0, 127.5, 64.0, 0.0, 0.0, 0.0, 1.7417668701880846E9, 0.0, 2025-03-12 17:07:50.188
24.0, -11984.51363855763, -12293.124174252054, -88034.35719422785, -52609.65855236752, -17950.395399379184, -37142.16198231721, -17355.369610234455, -64020.313503779595, -43710.400904464834, -44938.584558795046, -75140.37342552822, -90744.90854083402, -23380.282328162473, -74169.07837022285, -16674.7366398259, -61983.84606645657, 0.13359375, 0.98325, -0.01625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870188106E9, 0.0, 2025-03-12 17:07:50.188
26.0, -12027.585450123008, -12249.337106864108, -86635.85324714819, -52807.918525686095, -17667.958756441923, -37319.94775771472, -16439.640991644977, -64222.41797714448, -43027.242186932825, -45131.01072681078, -75332.37491039932, -90934.54074079284, -23222.009625674444, -74279.96537446564, -16466.127808824516, -62091.98380613134, 0.13359375, 0.98325, -0.01625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701881251E9, 0.0, 2025-03-12 17:07:50.188
28.0, -11970.052059895046, -12287.871514305058, -88027.15993251324, -52623.136654274065, -17989.153324264684, -37148.82280216489, -17251.41164677282, -64004.801393127615, -43597.94927811018, -44969.20644869882, -75165.85441420728, -90776.31274179372, -23409.876037821297, -74199.34263221534, -16572.99149906534, -62017.37368313953, 0.13359375, 0.98325, -0.01625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701881444E9, 0.0, 2025-03-12 17:07:50.188
30.0, -12046.584432910018, -12276.986214755323, -86636.50144773739, -52848.33047966129, -17643.617706730092, -37333.60467357691, -16303.585923145525, -64245.75319835582, -43175.389549182604, -45133.335308234135, -75323.4789161061, -90933.9148919481, -23227.664617021637, -74280.97120296612, -16497.08497489512, -62086.03824210623, 0.13359375, 0.98325, -0.01625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870188163E9, 0.0, 2025-03-12 17:07:50.188
32.0, -11965.84993193745, -12282.015357257767, -87979.68482729017, -52631.876186356094, -18034.728531209057, -37170.816918708915, -17113.814307905952, -64013.94325660983, -43487.55401224542, -45029.936138383884, -75210.82612405135, -90825.37482087313, -23440.8332038919, -74236.93826638917, -16475.35907928456, -62071.71077391038, 0.133796875, 0.980625, -0.019125, 192.0, 2.0, 24.0, 15.0, 72.0, 127.5, 40.0, 0.0, 0.0, 0.0, 1.741766870188182E9, 0.0, 2025-03-12 17:07:50.188
34.0, -12035.386208937909, -12238.89884220348, -86720.1193237447, -52827.23043289548, -17619.880154118557, -37292.47746377915, -16232.954410666754, -64231.80570981571, -43332.45525747004, -45087.201307678384, -75275.31090680491, -90875.5544871753, -23233.02903569091, -74217.2240277796, -16563.42495243847, -62042.07236076264, 0.133796875, 0.980625, -0.019125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701882024E9, 0.0, 2025-03-12 17:07:50.188
36.0, -11983.440754823776, -12286.172781726455, -87897.98920130602, -52658.65357621355, -18054.778045985466, -37195.5826515654, -16965.68929740063, -64044.47573953578, -43326.889673100675, -45052.332586328106, -75244.93488609015, -90840.79752454729, -23443.560116715445, -74238.68170245668, -16399.787831281166, -62087.8040299182, 0.133796875, 0.980625, -0.019125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701882217E9, 0.0, 2025-03-12 17:07:50.188
38.0, -12040.080075273523, -12256.154388922978, -86836.03547048992, -52828.41507535161, -17616.66150291699, -37288.744722455114, -16205.841744642466, -64233.50444239431, -43480.759081931006, -45064.96132194535, -75265.20791831112, -90846.4972193834, -23250.910431255154, -74191.65363212272, -16631.307200349238, -62021.79932854168, 0.133796875, 0.980625, -0.019125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701882403E9, 0.0, 2025-03-12 17:07:50.188
40.0, -11989.498077571163, -12288.676177105448, -87760.19069673905, -52689.90131496207, -18063.741095512047, -37231.03251827151, -16815.619685127698, -64051.96357392831, -43188.8452993447, -45105.306220687184, -75306.55864555344, -90886.93152510303, -23449.528032485014, -74288.14611293627, -16336.822967150567, -62121.19753613443, 0.133796875, 0.980625, -0.019125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701882594E9, 0.0, 2025-03-12 17:07:50.188
42.0, -12041.711752618761, -12274.86279903207, -86966.50260287555, -52840.10503770173, -17646.143453853543, -37277.72531243865, -16226.986494897188, -64224.89902077902, -43635.947243684204, -45046.90111242546, -75250.25460127051, -90824.05606795027, -23284.013364793464, -74182.42236166267, -16690.472267922436, -62004.81200275564, 0.13, 0.972, -0.018000000000000002, 192.0, 2.0, 8.0, 15.0, 48.0, 127.5, 56.0, 0.0, 0.0, 0.0, 1.7417668701882782E9, 0.0, 2025-03-12 17:07:50.188
44.0, -11971.661385495829, -12261.51880759225, -87613.89852927906, -52707.71565529295, -18059.136636154253, -37235.01112878456, -16677.262386949347, -64061.01603043271, -43080.95342885893, -45136.151628035506, -75334.8336022894, -90911.96547889299, -23446.868174894833, -74297.64560432978, -16300.411975432871, -62136.821405508694, 0.13, 0.972, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701883073E9, 0.0, 2025-03-12 17:07:50.188
46.0, -12010.933400503804, -12243.168025394443, -87176.60900075543, -52786.97494113147, -17642.701285207426, -37212.32410816242, -16278.753135055678, -64157.21793856835, -43756.691367231775, -44987.35606519652, -75188.6978970406, -90764.6227794436, -23282.448742681594, -74125.24659934599, -16755.672306498564, -61954.699391686845, 0.13, 0.972, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870188328E9, 0.0, 2025-03-12 17:07:50.188
48.0, -11982.434926323287, -12254.142731922, -87453.23419013432, -52737.175254485046, -18014.008464098988, -37257.18405928422, -16467.714782680843, -64080.439696364374, -42937.67874690041, -45151.663738687486, -75348.3340559404, -90926.09178138874, -23405.785668585977, -74295.00809848406, -16260.424704602327, -62134.69798978543, 0.13, 0.972, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7417668701883476E9, 0.0, 2025-03-12 17:07:50.188
50.0, -12011.402787137366, -12267.933758250923, -87366.375311181, -52786.371444031174, -17676.385364101574, -37210.938300006186, -16257.340163867495, -64155.7427234343, -43832.62024314645, -44971.10634697752, -75158.76891121494, -90740.72876462087, -23306.43216448214, -74115.05420387437, -16766.848178726217, -61947.54683346115, 0.13, 0.972, -0.018000000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741766870365218E9, 0.0, 2025-03-12 17:07:50.365
52.0, -11990.570961305018, -12267.486723361817, -87271.96154260177, -52781.31994978428, -17975.65287061368, -37293.215071346174, -16202.10900331843, -64115.040196781185, -42860.945208185345, -45208.54892832624, -75388.72365817115, -90971.80109879984, -23411.44065993317, -74338.12461353834, -16210.02152085561, -62177.59098739517, 0.134, 0.974, -0.016, 192.0, 2.0, 24.0, 15.0, 56.0, 127.5, 64.0, 0.0, 0.0, 0.0, 1.741766870365307E9, 0.0, 2025-03-12 17:07:50.365
